madde,anlam,lisan,telaffuz
basitleştirebilmek,Basitleştirme ihtimali veya imkânı bulunmak | Basitleştirme becerisi bulunmak,,
basitleştirilmek,Basit bir duruma getirilmek,,
basitleştirmek,Gereksiz ayrıntılardan arıtarak sade duruma getirmek,,
baskılamak,Baskı altına almak | Etkisini azaltmak | Kumaş üzerine resim veya desen basmak | Toprak vb.ni sıkı duruma getirmek | Turşu vb.nin üzerine ağırlık koyarak içindekilerin su yüzüne çıkmasını önlemek | Peynir vb.nin şekil alması için herhangi bir şeyin üzerine ağırlık koymak | Duygu ve düşüncelerin açığa çıkmasına engel olmak [ruh bilimi],,
baskılanmak,Baskı altına alınmak,,
basmak,"Vücudun ağırlığını verecek bir biçimde ayak tabanını bir yere veya bir şeyin üzerine koymak | Küçük çocuk ayakta durabilmek | Bir şeyi üzerine kuvvet vererek itmek | Sıkıştırarak yerleştirmek | Bası işi yapmak; tabetmek | Bir şey üzerinde kalıp, mühür vb.yle iz yapmak | Bir yere baskın yapmak | Bir kimse bir yaşa girmek | Duman, sis vb. bir yere çökmek | Basınç yaparak sıvı ve gazları itmek | Kümes hayvanı kuluçkaya yatmak | Uygunsuz vaziyette yakalamak | Bir şeyin etkisinde kalıp eziklik, üzüntü ve ağırlık duymak",,
basmakalıplaşmak,Basmakalıp durumuna gelmek,,
bastırabilmek,Bastırma ihtimali veya imkânı bulunmak | Bastırma becerisi bulunmak,,
bastırılmak,Bastırma işine konu olmak,,
bastırıvermek,Çabucak bastırmak,,bastırı'vermek
bastırmak,"Basma işini yaptırmak | Basma işini yapmak | Zararlı bir olayı önlemek | Üstünlüğünü göstermek | Bir kumaşın kenarını kıvırıp dikmek | Hemen söylemek | Bir yere beklenmedik bir anda kalabalık hâlde gelmek | Birdenbire gerçekleşmek ve pek çok etki göstermek | Baskı yapmak, üzerine iyice düşmek | Kümes hayvanlarını kuluçkaya yatırmak",,
bastırtmak,Bastırma işini yaptırmak; yenmek (I),,
başaklamak,Tarlada kalmış başakları veya bağlarda dökülen meyveleri toplamak,,
başaklanmak,"Başak bağlamak, tutmak",,
başarabilmek,Başarma ihtimali veya imkânı bulunmak | Başarma becerisi bulunmak,,
başarılabilmek,Başarılma ihtimali veya imkânı bulunmak,,
başarılmak,Başarma işine konu olmak,,
başarıvermek,Çabucak başarmak,,başarı'vermek
başarmak,Bir işi istenilen bir biçimde bitirmek; muvaffak olmak,,
başartmak,Başarma işini yaptırmak,,
başkalaşabilmek,Başkalaşma ihtimali veya imkânı bulunmak | Başkalaşma becerisi bulunmak,,
başkalaşmak,"Başka bir varlığa, niteliğe dönüşmek, değişmek, farklılık kazanmak | Biçim değiştirmek; istihale etmek",,
başkalaştırmak,Başka bir duruma getirmek,,
başkaldırabilmek,Başkaldırma ihtimali veya imkânı bulunmak | Başkaldırma becerisi bulunmak,,
başkaldırmak,"Herhangi bir amaçla kurulu düzene veya devlet güçlerine karşı gelmek; isyan etmek, kalkışmak, asileşmek | İyice coşmak, kabarmak",,ba'şkaldırmak
başkaldırtmak,Başkaldırma işini yaptırmak,,
başlamak,"Bir işe girişmek, harekete geçmek | Çalışır, işler, yürür duruma girmek | Ortaya çıkmak, başlangıç noktası oluşturmak | Görülür duruma gelmek | Ay, mevsim, ağrı vb. kendini hissettirmek, etkisini göstermek; almak",,
başlanabilmek,Başlanma ihtimali veya imkânı bulunmak,,
başlanılmak,Başlanmak,,
başlanmak,Başlama işine konu olmak | Baş oluşmak,,
başlatabilmek,Başlatma ihtimali veya imkânı bulunmak | Başlatma becerisi bulunmak,,
başlatılabilmek,Başlatılma ihtimali veya imkânı bulunmak,,
başlatılmak,Başlatma işi yapılmak,,
başlatıvermek,Çabucak başlatmak,,başlatı'vermek
başlatmak,Başlamasına yol açmak | Birinin kötü konuşmasına yol açmak,,
başlattırmak,Başlatma işini yaptırmak,,
başlayabilmek,Başlama ihtimali veya imkânı bulunmak | Başlama becerisi bulunmak,,
başlayıvermek,Çabucak başlamak,,başlayı'vermek
başparmak,El ve ayakta bulunan en kalın parmak; badem parmak,,ba'şparmak
başvurabilmek,Başvurma ihtimali veya imkânı bulunmak | Başvurma becerisi bulunmak,,
başvurdurmak,"Başvuru işi yaptırmak, müracaat etmesini sağlamak",,
başvurmak,"Bir işin yapılması için bir kimsenin aracılığını istemek | Bir şeye yararlanmak amacıyla el atmak | Bilgi sahibi olmak için bir kaynağı kullanmak; müracaat etmek | Bir işe girmek, bir sınava katılmak vb. konularda müracaatta bulunmak; gitmek | İsteği, dileği belirtmek için herhangi bir işlem başlatmak",,ba'şvurmak
başvurulabilmek,Başvurulma ihtimali veya imkânı bulunmak,,
başvurulmak,Başvuru yapılmak; müracaat edilmek,,
batabilmek,Batma ihtimali veya imkânı bulunmak | Batma becerisi bulunmak,,
Batılılaşabilmek,Batılılaşma ihtimali veya imkânı bulunmak | Batılılaşma becerisi bulunmak,,
Batılılaşmak,"Düşünce, çalışma, görüş ve anlayışta özellikle Avrupa ülkelerinin izledikleri temel ilkeleri benimsemiş olmak; Garplılaşmak | Gelişmişlikte Avrupa ülkeleri düzeyine ulaşmak | Batı uygarlığını benimsemek; Garplılaşmak",,
Batılılaştırılmak,Batılılaştırma durumuna olmak; Garplılaştırılmak,,
Batılılaştırmak,Batılılaşmasını sağlamak; Garplılaştırmak,,
batırabilmek,Batırma ihtimali veya imkânı bulunmak | Batırma becerisi bulunmak,,
batırılabilmek,Batırılma ihtimali veya imkânı bulunmak,,
batırılmak,Batırma işine konu olmak | Yok edilmek,,
batırıvermek,Ansızın batırmak,,batırı'vermek
batırmak,"Bir şeyin sıvı veya yumuşak bir maddenin içine gömülmesine yol açmak, batmasını sağlamak | Sivri uçlu bir şeyi yumuşak bir yere saplamak | Denizde ve suda yüzen taşıtların suya gömülmesine, batmasına sebep olmak | Elindeki mal, para vb. varlığını kaybetmek | Çok kirletmek | Bir şeye aşırı derecede maruz bırakmak | Son bulmasına sebep olmak | Bir kimseyi çekiştirip iyice kötülemek",,
batırtmak,Batırma işini yaptırmak,,
batıvermek,Ansızın batmak,,batı'vermek
batmak,"Bir sıvının üstündeyken içine gömülmek | Güneş, Ay ve yıldız Dünya’nın dönüşü dolayısıyla ufkun altına inmek | İflas etmek | Bir yere saplanmak | Tedirgin etmemesi gereken şeyler tedirgin etmek | Hoşa gitmeyen bir duruma uğramak | Devlet, kurum vb. yıkılmak, sona ermek | Daha kötü bir duruma uğramak | Yıkılmak, egemenliği sona ermek",,
battallaşmak,Battal duruma gelmek,,
bavlımak,Şahin ve köpeği ava alıştırmak,,
bayağılaşmak,"Bayağı bir durum almak, bayağı bir duruma girmek; sıradanlaşmak",,
bayağılaştırmak,Bayağılaşmasına sebep olmak; sıradanlaştırmak,,
bayatlamak,"Bayat duruma gelmek, tazeliğini yitirmek | Güncelliğini, önemini, özelliğini yitirmek | Canlılığını yitirmek",,
bayatlatmak,"Bayat duruma getirmek, bayatlamasına sebep olmak",,
bayatsımak,Bayatlamaya yüz tutmak,,
baygınlaşmak,Baygın duruma gelmek | Göz süzülmek,,
bayılabilmek,Bayılma ihtimali veya imkânı bulunmak | Bayılma becerisi bulunmak,,
bayılayazmak,Bayılacak gibi olmak,,bayıla'yazmak
bayılmak,"Baygın duruma girmek, uyur gibi olmak, kendinden geçmek, kendini kaybetmek, geçici bir süre bilinç kaybına uğramak | Çok hoşlanmak, çok sevmek, hayran kalmak | Sıcak, açlık, susuzluk, yorgunluk vb. etkenlerle dayanma gücünü yitirmek | Çiçek ve sebze gibi yeşillikler için susuzluk veya sıcaktan yaprakları buruşup tazeliğini kaybederek solmak | Karşılık olarak ödemek",,
bayıltılmak,Bayıltma işi yapılmak,,
bayıltmak,"Bayılmasını sağlamak, bayılmasına yol açmak",,
bayılttırmak,"Bayılmasına yol açmak, bayılmasını sağlamak",,
bayındırlaşmak,Bayındır duruma gelmek,,
bayındırlaştırabilmek,Bayındırlaştırma ihtimali veya imkânı bulunmak,,
bayındırlaştırmak,Bir yeri bayındır duruma getirmek; imar etmek,,
bayırlaşmak,Yer ve yol dik duruma gelmek,,
baylanmak,Nazlanmak; baylanlanmak | Şımarmak; baylanlanmak,,
baymak,"Yiyecek mideyi bulandırmak, midede ezinti yapmak | Birini aldatmak, kandırmak, etki altında bırakmak | Birine can sıkıntısı vermek, sıkmak, bunaltmak",,
bayraklaşabilmek,Bayraklaşma ihtimali veya imkânı bulunmak,,
bayraklaşmak,Bayrak değeri kazanmak,,
bayraklaştırılmak,Bayrak durumuna getirilmek,,
bayraklaştırmak,Bayrak durumuna getirmek,,
bayramlaşabilmek,Bayramlaşma ihtimali veya imkânı bulunmak,,
bayramlaşmak,Birbirinin bayramını kutlamak,,
bebekleşmek,Bebek gibi davranışlarda bulunmak,,
becerebilmek,Becerme ihtimali veya imkânı bulunmak | Becerme gücü bulunmak,,
beceriksizleşmek,Beceriksiz bir duruma gelmek,,
becerilmek,Becerme işine konu olmak,,
becerivermek,Çabucak becermek,,beceri'vermek
becermek,"Güç görünen bir iş veya duruma çözüm bulmak, üstesinden gelmek | Bir şeyi kullanılmaz duruma getirmek, bozmak, kirletmek | Irzına geçmek | Birini öldürmek",,
becertmek,Becerme işini yaptırmak,,
bedavalaşmak,Bedava duruma gelmek,,
bedenleşmek,"Beden durumuna gelmek, beden hâli almak",,
bediileşmek,Bedii duruma gelmek,,
bedirlenmek,Dolunay biçimini almak | Parlak ve sağlıklı görünmek,,
beğendirebilmek,Beğendirme ihtimali veya imkânı bulunmak | Beğendirme becerisi bulunmak,,
beğendirilmek,Beğendirme işine konu olmak,,
beğendirmek,"Beğenilmesini, hoş görünmesini sağlamak",,
beğendirtmek,Beğendirme işini yaptırmak,,
beğenebilmek,Beğenme ihtimali veya imkânı bulunmak,,
beğenilmek,İyi ve güzel bulunmak | Hoşa gitmek; sevilmek,,
beğenivermek,Çabucak beğenmek,,beğeni'vermek
beğenmek,"İyi veya güzel bulmak; açmak | Benzerleri arasından birini seçip ayırmak | Onaylamak, kabul etmek, tasvip etmek",,
beğenmemek,"kuşku duymak, kuşku ile karşılamak | küçümsemek, hor görmek",,
beklemek,"Bir iş oluncaya, biri gelinceye değin bir yerde kalmak, durmak | Süre tanımak, acele etmemek | Bir şeyi, bir kimseyi gözetmek, korumak, muhafaza etmek | Herhangi bir şey ummak | Karşılaşma ihtimali bulunmak | Bir kimsenin gelmesini veya bir işin olmasını gözler vaziyette olmak",,
beklenebilmek,Beklenme ihtimali veya imkânı bulunmak,,
beklenmek,Bekleme işine konu olmak veya bekleme işi yapılmak; beklenilmek,,
bekleşmek,Birlikte veya karşılıklı olarak beklemek,,
bekletebilmek,Bekletme ihtimali veya imkânı bulunmak,,
bekletilebilmek,Bekletilme ihtimali veya imkânı bulunmak,,
bekletilmek,Bekletme işine konu olmak veya bekletme işi yapılmak,,
bekletivermek,Kısa süreliğine bekletmek | İstemeden bekletmek,,bekleti'vermek
bekletmek,Bekleme işini birine yaptırmak,,
bekleyebilmek,Bekleme ihtimali veya imkânı bulunmak | Bekleme becerisi bulunmak,,
bekleyedurmak,Beklemesini sürdürmek,,bekleye'durmak
bekleyekoymak,Beklemesini sürdürmek,,bekleye'koymak
bekleyivermek,Çok kısa süre beklemek,,bekleyi'vermek
belemek,Çocuğu kundaklamak | Beşiğe yatırıp bağlamak,,
belermek,Göz akı iyice belirecek bir biçimde açılmak,,
belertmek,"Gözünü, akı iyice belirecek bir biçimde açmak",,
belgegeçerlemek,"Bir yazıyı belgegeçer ile başka bir yere göndermek; belgeçlemek, fakslamak",,
belgegeçerletmek,"Belgegeçerle göndertmek; belgeçletmek, fakslatmak",,
belgelemek,"Bir olgunun doğru olduğunu belge ile göstermek, ortaya çıkarmak; tevsik etmek",,
belgelendirebilmek,Belgelendirme ihtimali veya imkânı bulunmak,,
belgelendirilebilmek,Belgelendirilme ihtimali veya imkânı bulunmak,,
belgelendirilmek,Belgelendirme işi yapılmak,,
belgelendirmek,Belge göstererek belirtmek,,
belgelenebilmek,Belgelenme ihtimali veya imkânı bulunmak,,
belgelenmek,Belgeleme işine konu olmak | İki yıl üst üste aynı sınıfta kalan öğrenci okuldan çıkarılmak,,
belgeletmek,Belgeleme işini yaptırmak,,
belgeleyebilmek,Belgeleme ihtimali veya imkânı bulunmak,,
belgeleyivermek,Çabucak belgelemek,,belgeleyi'vermek
belgilemek,Belgi ile göstermek,,
beliklemek,Saçları örmek,,
belinlemek,Birden uyanarak çevresine korku ile şaşkın şaşkın bakmak; benildemek,,
belirebilmek,Belirme ihtimali veya imkânı bulunmak | Belirme gücü bulunmak,,
belirginleşebilmek,Belirginleşme ihtimali veya imkânı bulunmak | Belirginleşme gücü bulunmak,,
belirginleşmek,Belirgin duruma gelmek,,
belirginleştirebilmek,Belirginleştirme ihtimali veya imkânı bulunmak,,
belirginleştirilebilmek,Belirginleştirme ihtimali veya imkânı bulunmak,,
belirginleştirilmek,Belirgin bir duruma getirilmek,,
belirginleştirmek,Belirgin duruma getirmek,,
belirivermek,Ansızın belirmek,,beliri'vermek
belirlemek,"Belirli duruma getirmek, belirli kılmak; tayin etmek, tespit etmek, vermek | Yeni bir kavramı, özünü oluşturan ögeleri açıklayarak tanımlamak [mantık] | Bir kavramı, ayırıcı bir öge ekleyerek sınırlamak, kapsam bakımından daraltmak, genellemek karşıtı",,
belirlenebilmek,Belirlenme ihtimali veya imkânı bulunmak,,
belirlenmek,Belirli duruma getirilmek,,
belirleşmek,Belirgin duruma girmek,,
belirletmek,Belirleme işini yaptırmak,,
belirleyebilmek,Belirleme ihtimali veya imkânı bulunmak | Belirleme becerisi bulunmak,,
belirleyivermek,Çabucak belirlemek,,belirleyi'vermek
belirmek,Önce belli veya görünür olmayan bir şey ortaya çıkmak; tezahür etmek | Bir düşünce veya durum kesin bir biçim almak; tebellür etmek | İyice görünür ve anlaşılır bir durum almak; tebarüz etmek,,
belirsizleşebilmek,Belirsizleşme ihtimali veya imkânı bulunmak | Belirsizleşme gücü bulunmak,,
belirsizleşmek,Belirsiz bir duruma gelmek,,
belirsizleştirebilmek,Belirsizleştirme ihtimali veya imkânı bulunmak,,
belirsizleştirilebilmek,Belirsizleştirilme ihtimali veya imkânı bulunmak,,
belirsizleştirilmek,Belirsiz bir duruma getirilmek,,
belirsizleştirmek,Belirsiz bir duruma getirmek,,
belirtebilmek,Belirtme ihtimali veya imkânı bulunmak | Belirtme becerisi bulunmak,,
belirtilebilmek,Belirtilme ihtimali veya imkânı bulunmak | Belirtme gücü bulunmak,,
belirtilmek,Belirtme işine konu olmak,,
belirtmek,"Belirli duruma getirmek, açıklığa kavuşturmak; tebarüz ettirmek",,
belitlemek,Belgeye dayanarak ortaya koymak | Belitleme kuramını ortaya koymak [mantık],,
belitlenebilmek,Belitlenme ihtimali veya imkânı bulunmak,,
belleksizleşmek,Biri veya bir şey geçmişle ilgisi kesilip belleksiz duruma gelmek,,
belleksizleştirmek,Birinin veya bir şeyin geçmişle ilgisini kesip belleksiz duruma getirmek,,
bellemek,Akılda tutmak,,
bellemek,Bel denilen araçla toprağı altı üstüne gelecek bir biçimde işlemek; aktarmak,,
bellenebilmek,Bellenme ihtimali veya imkânı bulunmak,,
bellenmek,Belleme (I) işine konu olmak,,
bellenmek,Belleme (II) işine konu olmak,,
belletebilmek,Belletme ihtimali veya imkânı bulunmak | Belletme becerisi bulunmak,,
belletilebilmek,Belletilme ihtimali veya imkânı bulunmak,,
belletilmek,Belletme işine konu olmak,,
belletmek,Bir şeyi öğrenmesini sağlamak,,
belletmek,Bel ile toprağın aktarılması işini yaptırmak,,
bellettirmek,Belletme (I-II) işini yaptırmak,,
belleyebilmek,Belleme ihtimali veya imkânı bulunmak | Belleme becerisi bulunmak,,
belleyivermek,Çabucak bellemek,,belleyi'vermek
bencilleşebilmek,Bencilleşme ihtimali veya imkânı bulunmak | Bencilleşme becerisi bulunmak,,
bencilleşmek,Bencil duruma gelmek,,
beneklemek,Herhangi bir şeyin üzerine benekler yapmak | Herhangi bir şeyin üzerine dışkılamak,,
beneklenebilmek,Beneklenme ihtimali veya imkânı bulunmak,,
beneklenivermek,Çabucak beneklenmek,,benekleni'vermek
beneklenmek,Benek oluşmak,,
benekleşmek,Benek benek durum almak,,
bengileştirmek,Bengileşmesini sağlamak,,
benimsemek,"Bir şeyi kendine mal etmek, sahip çıkmak, kabullenmek, tesahup etmek | Bir şeye, birine bağlanmak, ısınmak",,
benimsenebilmek,Benimsenme ihtimali veya imkânı bulunmak,,
benimsenivermek,Çabucak benimsenmek,,benimseni'vermek
benimsenmek,Benimseme işine konu olmak,,
benimsetebilmek,Benimsetme ihtimali veya imkânı bulunmak | Benimsetme gücü bulunmak,,
benimsetilebilmek,Benimsetilme ihtimali veya imkânı bulunmak | Benimsetilme gücü bulunmak,,
benimsetilmek,Benimsetme işine konu olmak,,
benimsetmek,Birinin benimsemesini sağlamak,,
benimsettirmek,Benimsetme işini yaptırmak,,
benimseyebilmek,Benimseme ihtimali veya imkânı bulunmak | Benimseme gücü bulunmak,,
benimseyivermek,Çabucak benimsemek,,benimseyi'vermek
benlenmek,Ben (I) oluşmak,,
benzemek,"İki kişi veya nesne arasında birbirini andıracak kadar ortak nitelikler bulunmak | Sanısını uyandırmak, gibi görünmek",,
benzerleşmek,Benzer duruma gelmek,,
benzersizleşmek,Benzersiz bir duruma gelmek,,
benzeşmek,Birbirine benzemek,,
benzeştirmek,Benzer duruma getirmek,,
benzetebilmek,Benzetme ihtimali veya imkânı bulunmak | Benzetme becerisi bulunmak,,
benzetilebilmek,Benzetilme ihtimali veya imkânı bulunmak,,
benzetilmek,Benzetme işine konu olmak,,
benzetmek,Benzer duruma getirmek | Bir şeyde başka şeye benzeyen yönler bulmak | Olduğu biçimden daha kötü bir duruma getirmek,,
benzeyebilmek,Benzeme ihtimali veya imkânı bulunmak | Benzeme becerisi bulunmak,,
benzinlemek,Benzin dökerek yakmak | Bir nesneyi benzine bulamak,,
bereketlendirmek,Bereketlenme işini yaptırmak,,
bereketlenebilmek,Bereketlenme ihtimali veya imkânı bulunmak,,
bereketsizleşmek,Bereketsiz duruma gelmek,,
berelemek,Bereli duruma getirmek,,
berelenebilmek,Berelenme ihtimali veya imkânı bulunmak,,
berelenmek,Bereli duruma gelmek; bertilmek,,
bereleyebilmek,Bereleme ihtimali veya imkânı bulunmak | Bereleme gücü bulunmak,,
berraklaşabilmek,Berraklaşma ihtimali veya imkânı bulunmak,,
berraklaşmak,Berrak duruma gelmek,,
berraklaştırabilmek,Berraklaştırma ihtimali veya imkânı bulunmak,,
berraklaştırılmak,Berrak bir duruma getirilmek,,
berraklaştırmak,"Berrak duruma getirmek | Açık, net ve kolay anlaşılır duruma getirmek",,
bertilmek,"Çarpma, sıkışma, burkulma vb. etkenlerle vücudun bir yeri ağrı verir duruma gelmek; bertmek | Morarmak, çürümek",,
beslemek,"Yiyecek ve içeceğini sağlamak | Bir şeyi korumak veya sağlamca durmasını sağlamak için çevresini veya altını desteklemek, doldurmak, pekiştirmek | Bir duyguyu gönülde yaşatmak | Maddi yardım yapmak",,
beslenebilmek,Beslenme ihtimali veya imkânı bulunmak | Beslenme becerisi bulunmak,,
beslenilmek,Beslenme işine konu olmak,,
beslenmek,Kendini beslemek | Besleme işine konu olmak,,
besletebilmek,Besletme ihtimali veya imkânı bulunmak | Besletme gücü bulunmak,,
besletmek,Besleme işini başkasına yaptırmak,,
besleyebilmek,Besleme ihtimali veya imkânı bulunmak | Besleme gücü bulunmak,,
bestelemek,Beste yapmak,,
bestelenebilmek,Bestelenme ihtimali veya imkânı bulunmak,,
bestelenmek,"Besteleme işine konu olmak, bestesi yapılmak",,
besteletmek,Besteleme işini yaptırmak,,
besteleyebilmek,Besteleme ihtimali veya imkânı bulunmak | Besteleme becerisi bulunmak,,
besteleyivermek,Çabucak bestelemek,,besteleyi'vermek
beşlemek,Bir işi beş kez yapmak | Bir şeyin sayısını beşe çıkarmak,,
beşparmak,"Derisi dikenlilerden, beş ışınlı yıldız biçiminde bir deniz hayvanı; beşpençe (Uraster) [hayvan bilimi] | Beş renkte dokunmuş çubuklu kumaş",,be'şparmak
